customer_id,full_name,gender,age,marital_status,dependents,state,geo_zone,area_type,occupation,occupation_category,monthly_income_ngn,employer_hmo,smoker,pre_existing_condition,owns_vehicle,vehicle_type,vehicle_year,vehicle_value_ngn,vehicle_use,home_status,property_value_ngn,runs_shop,foreign_trips_per_year,risk_appetite,phone,email,MTP,MCP,HIN,HFM,TRV,HCN,SHP,data_source
NG-SYN-00016,Oghenekaro Bello,Male,36,Married,2,Ogun,South West,Urban,Trader,Self-employed,236000.0,False,False,False,False,,,,,Renter,,True,0,Low,+2348049226266,user16@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00017,Femi Okafor,Male,37,Married,3,Abia,South East,Urban,Teacher,Public sector,356000.0,False,False,False,True,Bus,2013.0,7430000.0,Private,Owner,23530000.0,False,0,Low,+2348091483228,user17@example.com,0,1,0,0,1,0,0,synthetic
NG-SYN-00018,Tamuno Chukwu,Male,56,Married,5,Lagos,South West,Urban,Private Sector Staff,Private salaried,321000.0,False,False,True,True,SUV,2019.0,15850000.0,Private,Owner,52520000.0,False,0,Low,+2348025509605,user18@example.com,0,1,0,1,0,1,0,synthetic
NG-SYN-00019,Kelechi Abubakar,Female,35,Married,1,Kaduna,North West,Rural,Artisan,Self-employed,208000.0,False,False,False,False,,,,,Renter,,False,0,Medium,+2348042936647,user19@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00020,Amina Yusuf,Female,18,Single,2,FCT,North Central,Urban,Medical Doctor,Private salaried,366000.0,False,False,False,True,Saloon Car,2006.0,2830000.0,Private,Family house,,False,0,High,+2348038606000,user20@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00021,Efe Olawale,Male,52,Married,2,Kano,North West,Rural,Trader,Self-employed,112000.0,False,False,False,False,,,,,Owner,17490000.0,True,0,Medium,+2348075967138,user21@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00022,Nneka Abubakar,Female,42,Married,3,Rivers,South South,Urban,Artisan,Self-employed,262000.0,False,False,False,False,,,,,Owner,32240000.0,False,0,High,+2348011730295,user22@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00023,Uche Tanko,Male,37,Single,0,Gombe,North East,Rural,Artisan,Self-employed,154000.0,False,False,False,False,,,,,Renter,,False,0,Low,+2348033545772,user23@example.com,0,0,1,0,0,0,0,synthetic
NG-SYN-00024,Obinna Yusuf,Female,34,Married,1,Zamfara,North West,Rural,Unemployed,Dependent,6000.0,False,False,False,False,,,,,Renter,,False,0,Medium,+2348044614096,user24@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00025,Ifeoma Ogunleye,Female,29,Single,0,Kano,North West,Rural,Business Owner,Self-employed,315000.0,False,False,False,False,,,,,Owner,57760000.0,True,1,Medium,+2348039092382,user25@example.com,0,0,0,0,1,0,0,synthetic
NG-SYN-00026,Ngozi Iheanacho,Female,57,Married,2,Oyo,South West,Rural,Trader,Self-employed,134000.0,False,False,True,False,,,,,Owner,18740000.0,True,0,Low,+2348084096999,user26@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00027,Efe Ekwueme,Female,22,Single,0,Bayelsa,South South,Urban,Student,Dependent,28000.0,False,True,False,True,Tricycle,2015.0,1750000.0,Private,Family house,,False,0,Low,+2348084184707,user27@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00028,Tamuno Ogunleye,Male,21,Single,0,Lagos,South West,Urban,Trader,Self-employed,420000.0,False,False,False,False,,,,,Family house,,True,0,Medium,+2348026571471,user28@example.com,0,0,1,0,0,0,1,synthetic
NG-SYN-00029,Segun Bello,Male,21,Single,0,Lagos,South West,Urban,Student,Dependent,39000.0,False,False,False,False,,,,,Family house,,False,0,Low,+2348017776634,user29@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00030,Nneka Abubakar,Male,50,Married,1,Plateau,North Central,Urban,Banker,Private salaried,347000.0,True,False,False,False,,,,,Owner,80860000.0,False,0,Medium,+2348092027167,user30@example.com,0,0,0,0,0,1,0,synthetic
NG-SYN-00031,Terkura Iheanacho,Male,40,Married,2,Nasarawa,North Central,Urban,Civil Servant,Public sector,246000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348067549108,user31@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00032,Segun Olawale,Male,29,Single,2,Adamawa,North East,Rural,Private Sector Staff,Private salaried,310000.0,True,False,False,False,,,,,Renter,,False,0,Low,+2348061375501,user32@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00033,Halima Etim,Female,28,Single,0,Rivers,South South,Urban,Medical Doctor,Private salaried,659000.0,True,False,False,False,,,,,Renter,,False,0,Low,+2348089482652,user33@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00034,Tamuno Ogunleye,Male,29,Single,1,Delta,South South,Urban,Trader,Self-employed,150000.0,False,True,False,True,Tricycle,2023.0,1950000.0,Private,Renter,,True,1,Medium,+2348054946232,user34@example.com,0,1,0,0,1,0,0,synthetic
NG-SYN-00035,Nneka Bello,Female,53,Married,1,Anambra,South East,Rural,Unemployed,Dependent,11000.0,False,False,False,False,,,,,Renter,,False,0,Medium,+2348027485499,user35@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00036,Ngozi Etim,Female,58,Married,2,Oyo,South West,Urban,Retired,Retired,232000.0,False,False,False,False,,,,,Owner,21360000.0,False,0,Low,+2348055275934,user36@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00037,Emeka Iheanacho,Female,25,Single,0,Lagos,South West,Rural,Student,Dependent,23000.0,False,False,False,False,,,,,Family house,,False,0,Medium,+2348040930386,user37@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00038,Bola Okonkwo,Female,42,Married,0,Anambra,South East,Urban,Teacher,Public sector,52000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348046849604,user38@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00039,Ngozi Ogunleye,Female,39,Married,3,Ogun,South West,Rural,Civil Servant,Public sector,66000.0,True,False,False,False,,,,,Renter,,False,0,Low,+2348096092217,user39@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00040,Ibrahim Mohammed,Male,34,Married,3,Kwara,North Central,Rural,Civil Servant,Public sector,172000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348069219041,user40@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00041,Ifeoma Okafor,Female,28,Single,0,Akwa Ibom,South South,Urban,Trader,Self-employed,191000.0,False,False,False,True,Motorcycle,2020.0,720000.0,Private,Renter,,True,0,Medium,+2348009405140,user41@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00042,Bassey Usman,Female,27,Single,0,Kaduna,North West,Urban,Civil Servant,Public sector,106000.0,True,False,False,False,,,,,Family house,,False,0,Low,+2348042797928,user42@example.com,0,0,0,0,1,0,0,synthetic
NG-SYN-00043,Hauwa Chukwu,Female,49,Married,1,Benue,North Central,Urban,Teacher,Public sector,129000.0,True,False,False,False,,,,,Owner,15190000.0,False,0,Medium,+2348084715254,user43@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00044,Kelechi Usman,Male,40,Married,6,Rivers,South South,Urban,Banker,Private salaried,1168000.0,False,False,False,True,Tricycle,2020.0,2180000.0,Private,Owner,159330000.0,False,0,Low,+2348057236482,user44@example.com,0,1,0,1,0,0,0,synthetic
NG-SYN-00045,Obinna Adebayo,Male,43,Married,3,Kaduna,North West,Urban,Artisan,Self-employed,463000.0,True,False,False,False,,,,,Owner,37610000.0,False,1,Medium,+2348032595909,user45@example.com,0,0,0,0,1,1,0,synthetic
NG-SYN-00046,Blessing Yusuf,Male,40,Married,1,Kano,North West,Rural,Civil Servant,Public sector,117000.0,False,False,False,False,,,,,Owner,14790000.0,False,0,High,+2348037335614,user46@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00047,Efe Ogunleye,Male,41,Married,2,Delta,South South,Urban,Teacher,Public sector,199000.0,True,False,False,False,,,,,Renter,,False,1,Low,+2348016272604,user47@example.com,0,0,0,0,1,0,0,synthetic
NG-SYN-00048,Adaeze Tanko,Male,33,Single,2,Ekiti,South West,Rural,Commercial Driver,Self-employed,114000.0,False,False,False,True,Bus,2021.0,13930000.0,Commercial,Owner,14310000.0,False,0,High,+2348067504890,user48@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00049,Emeka Ibekwe,Male,61,Married,0,Plateau,North Central,Urban,Retired,Retired,131000.0,False,False,False,False,,,,,Owner,24960000.0,False,0,Low,+2348099266410,user49@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00050,Chinedu Nwachukwu,Female,50,Married,1,Lagos,South West,Rural,Software Engineer,Private salaried,403000.0,True,False,False,True,Saloon Car,2014.0,5540000.0,Private,Renter,,False,0,Medium,+2348011275050,user50@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00051,Ekaette Ibekwe,Male,52,Married,2,Oyo,South West,Urban,Trader,Self-employed,482000.0,False,True,False,True,Bus,2014.0,10580000.0,Private,Owner,38300000.0,True,0,Low,+2348096951708,user51@example.com,0,1,0,1,0,1,1,synthetic
NG-SYN-00052,Ngozi Chukwu,Male,26,Single,2,Lagos,South West,Urban,Trader,Self-employed,,False,False,False,False,,,,,Family house,,True,0,Low,+2348039390637,user52@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00053,Musa Bello,Male,36,Married,3,Kano,North West,Rural,Software Engineer,Private salaried,369000.0,False,False,False,False,,,,,Renter,,False,0,Low,+2348061289625,user53@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00054,Adaeze Nwachukwu,Female,46,Married,1,Kwara,North Central,Urban,Commercial Driver,Self-employed,133000.0,False,False,False,True,Bus,2015.0,12300000.0,Commercial,Renter,,False,0,Low,+2348090411222,user54@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00055,Obinna Olawale,Male,57,Married,2,Benue,North Central,Rural,Private Sector Staff,Private salaried,335000.0,False,False,False,False,,,,,Owner,42330000.0,False,0,High,+2348055370365,user55@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00056,Blessing Adebayo,Female,56,Married,1,Kano,North West,Urban,Trader,Self-employed,165000.0,False,False,True,False,,,,,Owner,26280000.0,True,1,Medium,+2348073462279,user56@example.com,0,0,0,0,1,0,0,synthetic
NG-SYN-00057,Ngozi Mohammed,Female,30,Single,1,Cross River,South South,Urban,Trader,Self-employed,500000.0,False,False,False,False,,,,,Renter,,True,1,Low,+2348083748319,user57@example.com,0,0,0,0,1,0,1,synthetic
NG-SYN-00058,Tunde Adeyemi,Female,51,Married,3,Abia,South East,Urban,Farmer,Self-employed,179000.0,False,False,False,False,,,,,Renter,,False,0,Low,+2348002966929,user58@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00059,Aisha Ibekwe,Female,39,Married,5,Lagos,South West,Urban,Private Sector Staff,Private salaried,600000.0,False,False,False,False,,,,,Owner,76280000.0,False,0,Medium,+2348000681058,user59@example.com,0,0,0,1,0,1,0,synthetic
NG-SYN-00060,Efe Adebayo,Female,48,Married,5,Lagos,South West,Urban,Unemployed,Dependent,21000.0,False,False,False,False,,,,,Renter,,False,0,High,+2348030681134,user60@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00061,Adaeze Usman,Male,22,Single,0,Kwara,North Central,Urban,Student,Dependent,29000.0,False,False,False,False,,,,,Family house,,False,0,Low,+2348033572904,user61@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00062,Segun Chukwu,Female,25,Single,1,Anambra,South East,Urban,Civil Servant,Public sector,198000.0,True,False,False,True,SUV,2014.0,8250000.0,Private,Family house,,False,0,High,+2348080771357,user62@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00063,Amina Ekwueme,Male,43,Married,3,Abia,South East,Urban,Private Sector Staff,Private salaried,215000.0,True,False,False,False,,,,,Renter,,False,0,Low,+2348040785263,user63@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00064,Blessing Amadi,Female,48,Single,0,Kano,North West,Urban,Trader,Self-employed,296000.0,False,False,False,True,Saloon Car,2019.0,7850000.0,Private,Renter,,True,0,Medium,+2348063276470,user64@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00065,Fatima Danjuma,Male,38,Married,4,FCT,North Central,Rural,Civil Servant,Public sector,190000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348050882658,user65@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00066,Fatima Olawale,Female,25,Married,7,Abia,South East,Urban,Student,Dependent,28000.0,False,False,False,False,,,,,Family house,,False,0,High,+2348092171919,user66@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00067,Musa Adebayo,Male,22,Single,0,Abia,South East,Rural,Farmer,Self-employed,113000.0,False,False,False,False,,,,,Family house,,False,0,Low,+2348092798685,user67@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00068,Bola Ogunleye,Male,63,Married,0,Rivers,South South,Urban,Retired,Retired,133000.0,False,False,False,True,Saloon Car,2011.0,3340000.0,Private,Owner,19300000.0,False,0,High,+2348090285110,user68@example.com,1,0,0,0,0,1,0,synthetic
NG-SYN-00069,Folake Abubakar,Female,40,Married,2,Lagos,South West,Urban,Business Owner,Self-employed,1363000.0,False,False,False,True,Saloon Car,2007.0,3350000.0,Private,Owner,105460000.0,True,0,Low,+2348036517619,user69@example.com,0,1,0,0,0,0,1,synthetic
NG-SYN-00070,Zainab Yusuf,Male,29,Single,0,Akwa Ibom,South South,Urban,Trader,Self-employed,532000.0,False,False,False,True,Saloon Car,2012.0,2970000.0,Private,Renter,,True,0,High,+2348065400972,user70@example.com,0,1,0,0,0,0,1,synthetic
NG-SYN-00071,Nneka Akpan,Female,35,Single,0,Ogun,South West,Urban,Civil Servant,Public sector,288000.0,True,False,False,False,,,,,Renter,,False,0,High,+2348028343499,user71@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00072,Terkura Danjuma,Female,18,Single,0,Edo,South South,Urban,Student,Dependent,38000.0,False,False,False,False,,,,,Family house,,False,0,Medium,+2348098198052,user72@example.com,0,0,1,0,0,0,0,synthetic
NG-SYN-00073,Kelechi Olawale,Male,32,Married,2,Kaduna,North West,Urban,Artisan,Self-employed,285000.0,False,False,False,False,,,,,Renter,,False,0,High,+2348039334178,user73@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00074,Zainab Etim,Male,38,Married,3,Ogun,South West,Urban,Private Sector Staff,Private salaried,399000.0,False,False,False,False,,,,,Owner,34180000.0,False,0,Medium,+2348033271005,user74@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00075,Aisha Adebayo,Male,21,Single,0,Lagos,South West,Rural,Trader,Self-employed,126000.0,False,False,False,False,,,,,Family house,,True,0,Low,+2348059064545,user75@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00076,Tamuno Iheanacho,Female,51,Married,6,Ondo,South West,Urban,Private Sector Staff,Private salaried,288000.0,True,False,False,True,Tricycle,2022.0,1550000.0,Private,Owner,24820000.0,False,0,Low,+2348061971729,user76@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00077,Bola Ekwueme,Female,38,Married,4,Ekiti,South West,Urban,Civil Servant,Public sector,205000.0,True,False,False,True,Bus,2025.0,17350000.0,Private,Owner,32640000.0,False,0,Low,+2348069804657,user77@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00078,Blessing Nwachukwu,Female,27,Single,0,Kwara,North Central,Urban,Trader,Self-employed,387000.0,False,False,False,False,,,,,Family house,,True,0,Medium,+2348097757032,user78@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00079,Yetunde Ojo,Male,18,Single,0,Abia,South East,Urban,Medical Doctor,Private salaried,699000.0,True,False,False,False,,,,,Family house,,False,0,Low,+2348047905044,user79@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00080,Obinna Ogunleye,Male,48,Married,0,Kano,North West,Rural,Medical Doctor,Private salaried,387000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348077675640,user80@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00081,Aisha Mohammed,Female,44,Single,1,Kwara,North Central,Urban,Civil Servant,Public sector,106000.0,False,False,False,False,,,,,Owner,9770000.0,False,0,High,+2348032154837,user81@example.com,0,0,1,0,0,0,0,synthetic
NG-SYN-00082,Ngozi Adeyemi,Male,40,Married,2,Edo,South South,Rural,Business Owner,Self-employed,800000.0,False,False,False,True,Saloon Car,2024.0,5840000.0,Private,Owner,92730000.0,True,0,Medium,+2348095502810,user82@example.com,0,1,0,1,0,0,0,synthetic
NG-SYN-00083,Oghenekaro Iheanacho,Male,47,Married,2,Kano,North West,Urban,Trader,Self-employed,286000.0,False,False,False,True,Saloon Car,2006.0,2660000.0,Private,Owner,21680000.0,True,1,Low,+2348076634823,user83@example.com,0,0,0,0,1,0,1,synthetic
NG-SYN-00084,Adaeze Okafor,Male,69,Married,3,Oyo,South West,Urban,Retired,Retired,245000.0,False,False,False,True,Motorcycle,2017.0,890000.0,Private,Owner,20500000.0,False,0,Medium,+2348048063992,user84@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00085,Tunde Chukwu,Female,40,Married,3,Lagos,South West,Rural,Banker,Private salaried,339000.0,True,False,False,True,Motorcycle,2006.0,900000.0,Private,Renter,,False,0,Medium,+2348069630817,user85@example.com,1,0,0,0,0,0,0,synthetic
NG-SYN-00086,Adaeze Chukwu,Male,35,Married,2,Lagos,South West,Urban,Private Sector Staff,Private salaried,212000.0,True,False,False,False,,,,,Renter,,False,0,Medium,+2348037335470,user86@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00087,Uche Usman,Female,34,Married,3,Niger,North Central,Rural,Software Engineer,Private salaried,1394000.0,False,False,False,True,SUV,2019.0,15920000.0,Private,Owner,119050000.0,False,0,Low,+2348032801414,user87@example.com,1,0,0,1,0,1,0,synthetic
NG-SYN-00088,Chinedu Olawale,Female,42,Married,0,Bayelsa,South South,Urban,Private Sector Staff,Private salaried,270000.0,True,False,False,True,Motorcycle,2022.0,800000.0,Private,Renter,,False,0,Low,+2348071147685,user88@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00089,Halima Chukwu,Female,52,Married,5,Lagos,South West,Rural,Trader,Self-employed,202000.0,False,False,False,False,,,,,Owner,17170000.0,True,0,Medium,+2348010480560,user89@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00090,Oghenekaro Usman,Male,37,Married,5,Enugu,South East,Urban,Civil Servant,Public sector,100000.0,True,True,False,False,,,,,Renter,,False,0,Medium,+2348046547542,user90@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00091,Nneka Abubakar,Male,53,Married,0,Lagos,South West,Urban,Banker,Private salaried,783000.0,False,False,False,True,Saloon Car,2007.0,3300000.0,Private,Owner,163640000.0,False,0,Low,+2348029031107,user91@example.com,0,1,1,0,0,0,0,synthetic
NG-SYN-00092,Fatima Okonkwo,Male,42,Married,2,Benue,North Central,Rural,Trader,Self-employed,133000.0,False,False,False,False,,,,,Renter,,True,0,Low,+2348036481649,user92@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00093,Adaeze Ojo,Male,42,Married,2,Cross River,South South,Urban,Trader,Self-employed,115000.0,False,False,False,False,,,,,Renter,,True,0,Low,+2348094191749,user93@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00094,Terkura Bello,Female,62,Married,4,Delta,South South,Urban,Teacher,Public sector,402000.0,False,False,False,False,,,,,Owner,42370000.0,False,0,Medium,+2348070071107,user94@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00095,Oghenekaro Adebayo,Male,20,Single,0,Rivers,South South,Rural,Student,Dependent,15000.0,False,True,False,False,,,,,Family house,,False,0,Medium,+2348029371593,user95@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00096,Zainab Eze,Male,55,Married,1,FCT,North Central,Urban,Banker,Private salaried,448000.0,True,False,False,True,Saloon Car,2017.0,6130000.0,Private,Owner,36100000.0,False,0,Medium,+2348071580281,user96@example.com,1,0,0,0,0,1,0,synthetic
NG-SYN-00097,Amina Ogunleye,Female,30,Single,0,Delta,South South,Rural,Trader,Self-employed,104000.0,False,True,False,False,,,,,Renter,,True,0,Low,+2348070480188,user97@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00098,Ifeoma Okonkwo,Male,60,Married,4,Lagos,South West,Urban,Unemployed,Dependent,9000.0,False,False,False,False,,,,,Renter,,False,0,Medium,+2348000635037,user98@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00099,Ifeoma Yusuf,Male,37,Married,3,Lagos,South West,Urban,Trader,Self-employed,199000.0,False,False,False,False,,,,,Owner,19400000.0,True,0,Medium,+2348034947081,user99@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00100,Chinedu Okonkwo,Male,36,Married,5,Adamawa,North East,Rural,Business Owner,Self-employed,346000.0,False,False,False,False,,,,,Renter,,True,0,Low,+2348003706277,user100@example.com,0,0,0,0,0,0,1,synthetic
NG-SYN-00101,Yetunde Okafor,Female,18,Single,0,Jigawa,North West,Rural,Unemployed,Dependent,26000.0,False,False,False,False,,,,,Family house,,False,0,Medium,+2348067557844,user101@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00102,Tunde Obi,Female,41,Married,1,Benue,North Central,Urban,Private Sector Staff,Private salaried,457000.0,False,False,False,False,,,,,Renter,,False,0,Low,+2348086623634,user102@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00103,Ekaette Okonkwo,Male,69,Married,3,Ondo,South West,Urban,Retired,Retired,,False,False,False,False,,,,,Owner,4880000.0,False,0,Low,+2348004620610,user103@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00104,Terkura Mohammed,Male,42,Married,2,Adamawa,North East,Rural,Private Sector Staff,Private salaried,173000.0,True,True,False,True,Saloon Car,2019.0,6430000.0,Private,Renter,,False,0,Medium,+2348058417148,user104@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00105,Yetunde Ekwueme,Male,26,Single,1,Kano,North West,Rural,Banker,Private salaried,1293000.0,True,False,False,True,Saloon Car,2015.0,5110000.0,Private,Family house,,False,1,Medium,+2348047064010,user105@example.com,0,1,0,0,0,0,0,synthetic
NG-SYN-00106,Bola Mohammed,Male,56,Married,2,Niger,North Central,Urban,Artisan,Self-employed,99000.0,False,False,False,False,,,,,Owner,11420000.0,False,0,High,+2348060427203,user106@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00107,Segun Ogunleye,Female,44,Married,1,Cross River,South South,Urban,Artisan,Self-employed,235000.0,False,False,False,False,,,,,Renter,,False,0,Low,+2348017019618,user107@example.com,0,0,0,1,0,0,0,synthetic
NG-SYN-00108,Chinedu Chukwu,Male,64,Married,2,Ondo,South West,Urban,Retired,Retired,83000.0,False,True,True,False,,,,,Owner,13650000.0,False,0,Medium,+2348030179941,user108@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00109,Chinedu Tanko,Female,26,Married,0,Lagos,South West,Urban,Student,Dependent,24000.0,False,False,False,False,,,,,Family house,,False,0,High,+2348087535464,user109@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00110,Tunde Okafor,Female,53,Married,2,Kebbi,North West,Rural,Farmer,Self-employed,61000.0,True,False,False,False,,,,,Owner,6640000.0,False,0,Low,+2348054243001,user110@example.com,0,0,0,0,0,0,0,synthetic
NG-SYN-00111,Ifeoma Eze,Male,20,Single,0,Cross River,South South,Urban,Farmer,Self-employed,271000.0,False,False,False,False,,,,,Family house,,False,0,Low,+2348078274143,user111@example.com,0,0,0,0,0,0,0,synthetic
